rank,name,sale_price,base_price,discount_rate,unit_price,rating,rating_count,rocket,benefit_text,product_url,image_url
447,"뉴트리디데이 장용성 rTG 알티지 오메가3, 60정, 3개",29850,64500.0,53.0,(1정당 166원),5.0,5683,True,"최대 1,493원 적립",https://www.coupang.com/vp/products/7455881580?itemId=19725082587&vendorItemId=86829138295&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1136856789897401-dcf7b319-4634-492b-8939-c3ac626bcda3.jpg
448,"뉴트리디데이 프리미엄 멀티비타민 골드, 90정, 2개",23780,33000.0,27.0,(1정당 132원),5.0,28899,True,"최대 1,189원 적립",https://www.coupang.com/vp/products/7311465993?itemId=18731539924&vendorItemId=85322193792&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/151433133963116-4382eacf-6111-4754-a862-16247fb39667.jpg
449,"익스트림 쏘팔메토 옥타코사놀, 90정, 1개",39000,51000.0,23.0,(1정당 433원),4.5,3270,True,"최대 1,853원 적립",https://www.coupang.com/vp/products/6393434805?itemId=21509403539&vendorItemId=91334282689&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/16621093482075-1d49b09a-f5d4-4798-8afd-757bcb42f2fa.jpg
450,"베투키 칼마미 프리미엄 칼슘 마그네슘 미네랄 성장기 통잠시럽 영양제, 1박스, 30회분",38450,50000.0,23.0,"(1정당 1,282원)",5.0,233,True,"최대 1,923원 적립",https://www.coupang.com/vp/products/7975153312?itemId=23836236846&vendorItemId=91059490315&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4d91/6f824c047108fffe383ee2041332ce3cd408e8cf2767cfe792bb1bb2beec.jpg
451,"종근당건강 헬씨칸 밀크씨슬 로얄, 30정, 4개",23060,64000.0,63.0,(1정당 192원),5.0,25041,True,"최대 1,153원 적립",https://www.coupang.com/vp/products/1471365225?itemId=7280252538&vendorItemId=85760838092&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/233968389165674-e8801e63-f8c5-4c65-81a4-98f105d573c7.jpg
452,"퍼니트 리얼 카테킨, 60정, 1개",11520,19900.0,42.0,(1정당 192원),4.5,2113,True,최대 547원 적립,https://www.coupang.com/vp/products/6784117484?itemId=16954460155&vendorItemId=77175209146&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2155016847210150-773f29c8-bf53-40e4-9900-c927b4fe5ea2.jpg
453,"센시알파 은행잎추출물 비타민, 60정, 1개",28920,59000.0,50.0,(1정당 482원),4.5,4299,True,"최대 1,446원 적립",https://www.coupang.com/vp/products/5397815186?itemId=8067929131&vendorItemId=75850608463&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ba20/0622a660644459dcbabe2c32d3aa00e3e33b62b970692c20a59c60d90771.jpg
454,"락토핏 맘스 생유산균, 120g, 2개",42840,45420.0,5.0,"(10g당 1,785원)",5.0,7100,True,"최대 2,142원 적립",https://www.coupang.com/vp/products/7151803491?itemId=18043539127&vendorItemId=84994379566&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1570683467872944-1de94b5d-583c-4618-aec1-dabeed798379.png
455,"콴첼 비타민D 5000IU 54g, 1개, 180정",9900,16000.0,38.0,(1정당 55원),5.0,846,True,최대 495원 적립,https://www.coupang.com/vp/products/8189842817?itemId=23433986395&vendorItemId=90746466566&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/9526031099087-2ce1a6bc-efbe-40b5-9b73-5c05e2548798.png
456,"자미에슨 아연, 100정, 24.5g, 1개",11400,11900.0,4.0,(1정당 114원),4.5,2497,True,최대 570원 적립,https://www.coupang.com/vp/products/6629434397?itemId=343408&vendorItemId=3000251627&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1374803319153799-a53af6af-222b-40b5-b814-2183c2e23618.jpg
457,"보령 루테인 지아잔틴 아스타잔틴 플러스 6박스, 30정, 6개",58800,120000.0,51.0,(1정당 327원),5.0,846,True,"최대 2,940원 적립",https://www.coupang.com/vp/products/7173147782?itemId=18076118717&vendorItemId=90112690788&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8c6a/0bde580e73aad83ed047ac942d45ee3942a43e9526d5f6e381a28f660527.jpg
458,"뉴트리모션 올인원 데일리 멀티비타민 트리플팩 75g, 1개, 30회분",31500,55000.0,42.0,"(1정당 1,050원)",5.0,175,True,"최대 1,544원 적립",https://www.coupang.com/vp/products/8687800229?itemId=25222921874&vendorItemId=92262962101&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/106771218815404-88f05cb9-ed5c-40c8-bb82-560466c44934.jpg
459,"이지맘 멀티비타민 72g, 90정, 1개",34500,,,(1정당 383원),5.0,1741,True,"최대 1,725원 적립",https://www.coupang.com/vp/products/196213?itemId=24477542749&vendorItemId=91491015257&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1081923663783779-ab34b99c-3267-4ae5-8183-ed14cf26bbd6.jpg
460,"에버콜라겐 블랙, 84정, 2개",53360,118000.0,54.0,(1정당 318원),5.0,2916,True,"최대 2,668원 적립",https://www.coupang.com/vp/products/7446915365?itemId=19378077903&vendorItemId=89116642160&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/337382382651602-aa12cc2e-374f-41a9-b889-996ca25d8d5d.jpg
461,"락피도 프로폴리스 스프레이, 50ml, 1개",12650,20000.0,36.0,"(10ml당 2,530원)",5.0,1725,True,최대 569원 적립,https://www.coupang.com/vp/products/6542776613?itemId=2915824496&vendorItemId=70904498645&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/29107270729467-7cca9362-ac74-4702-8e01-c5dd78889af5.jpg
462,"네이쳐스탑 호주 프로폴리스 스프레이, 35ml, 1개",7660,9000.0,14.0,"(10ml당 2,189원)",4.5,2475,True,최대 383원 적립,https://www.coupang.com/vp/products/7662951207?itemId=20472733932&vendorItemId=82886814198&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9525/5e4f4dbb1d528fad77d3ef09afc7c21e2336675094148db399d15e1fd110.jpg
463,"종근당건강 프리바이오틱스 FOS, 150g, 1개",9480,16900.0,43.0,(10g당 632원),5.0,953,True,최대 474원 적립,https://www.coupang.com/vp/products/8203814296?itemId=3309438719&vendorItemId=91556181570&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/11/29/17/0/2d0f82be-f1dc-4910-a4cd-a1ce78eea831.jpg
464,"솔가 철분 25, 90정, 1개",21570,38000.0,43.0,(1정당 240원),5.0,1245,True,"최대 1,079원 적립",https://www.coupang.com/vp/products/1795717112?itemId=3054970107&vendorItemId=71042970920&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/efef/70bf0d4e2c9c77d1fdb4edb3ac7a8c641f00a4861eb33634cf3282c21379.jpg
465,"닥터프로그램 활성형 엽산 800 활성엽산 아연 비타민B 15g, 1개, 60정",34500,34900.0,1.0,(1정당 575원),5.0,159,True,"최대 1,466원 적립",https://www.coupang.com/vp/products/8409366407?itemId=24313433058&vendorItemId=91329260969&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/10/21/12/8/3c62dd5d-0ddf-4191-b288-9c0ab6b6719d.jpg
466,"바이오가이아 프로텍티스 베이비 드롭 프로바이오틱스, 5ml, 2개",56400,79800.0,29.0,"(10ml당 56,400원)",5.0,6242,True,"최대 2,820원 적립",https://www.coupang.com/vp/products/6758879578?itemId=23851522779&vendorItemId=90874909593&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5617357686100354-b20d556b-4478-42d6-a77c-7d686b2c27cf.jpg
467,"프로메가 오메가3 트리플, 60정, 1개",10650,20900.0,49.0,(1정당 178원),5.0,515,True,최대 533원 적립,https://www.coupang.com/vp/products/7510928725?itemId=19679829505&vendorItemId=86785227894&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/41572551746367-b886e42f-846a-491b-a88b-a9392246f85d.jpg
468,"내츄럴플러스 멀티밸런스 요오드 30g, 60정, 1개",15310,16110.0,4.0,(1정당 255원),4.5,1004,True,최대 765원 적립,https://www.coupang.com/vp/products/7445191132?itemId=14678661000&vendorItemId=81919653124&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8458538349534-d8efbcb7-07df-4994-ae33-eece4faa05c5.jpg
469,"일양약품 비오틴 10000 판토텐산 플러스, 60정, 1개",11300,14900.0,24.0,(1정당 188원),5.0,821,True,최대 565원 적립,https://www.coupang.com/vp/products/6740443957?itemId=17979696288&vendorItemId=85136570937&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/6fydirgj/09a658d33d79458fa3b1b39f3be4ebb8.jpg
470,"피토틱스 옐로우 유산균, 30정, 1개",18900,49800.0,62.0,(1정당 630원),5.0,5526,True,최대 945원 적립,https://www.coupang.com/vp/products/7851308367?itemId=21401131789&vendorItemId=82597844591&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/bfd8126a-0272-4b18-9a35-11299243d192_fixing_v2.png
471,"대상웰라이프 클로렐라 뉴, 700정, 2개",52250,120000.0,56.0,(1정당 37원),5.0,2472,True,"최대 2,351원 적립",https://www.coupang.com/vp/products/7591834488?itemId=20063484437&vendorItemId=5532709185&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a19a/ce71d29291fd2cf8091df2794e3156885470ca1d770bff2e8586bfd4c5c5.jpg
472,"퍼니트 팻버닝 다이어트 CLA 1600, 112정, 1개",16060,27900.0,42.0,(1정당 143원),4.5,282,True,최대 763원 적립,https://www.coupang.com/vp/products/8386027327?itemId=24261043414&vendorItemId=91342568149&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ea31/e5dace7722471f5baf556e66885aa5472684cb7d9cce63cc48b9a7e8bdbb.jpg
473,"아르디엠 하이비타 에너지&스트레스 마그네샷 액상 글루콘산 마그네슘 10p, 3박스, 250ml",27930,69000.0,59.0,(10ml당 372원),5.0,152,True,"최대 1,396원 적립",https://www.coupang.com/vp/products/8583112061?itemId=24880316116&vendorItemId=92054884993&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d82d/649fa4deff289b1098db241f645de3d8398c271c18e3d9a88dc918e0bbc7.jpg
474,"메가도스 B7 활성 비오틴, 90정, 1개",21710,,,(1정당 241원),5.0,792,True,"최대 1,085원 적립",https://www.coupang.com/vp/products/7127579163?itemId=18329896309&vendorItemId=85474471253&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1308213693860450-78f9ae79-dc4f-43b4-8d4f-9b36a4c5c6a5.jpg
475,"내츄럴플러스 알티지 오메가3 1200, 180정, 1개",47300,48510.0,2.0,(1정당 263원),5.0,3728,True,"최대 2,365원 적립",https://www.coupang.com/vp/products/1998587633?itemId=3401552371&vendorItemId=71388178514&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6bbc/d8cc6e3b5c4129dc87204c6adc7283c6308e34fbc99f61727deb0e59c5a2.jpg
476,"닥터 써니디 드롭스 400IU, 1개, 6ml",32000,40000.0,20.0,"(10ml당 53,333원)",5.0,564,True,"최대 1,600원 적립",https://www.coupang.com/vp/products/8401591314?itemId=21707545060&vendorItemId=91065418861&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/04db/b365087ef43334c550981d214dfae26865fb0e0bc1eb4b11ff0775754657.png
477,"내츄럴플러스 스피루리나, 180정, 2개",24280,26900.0,9.0,(1정당 67원),4.5,7319,True,"최대 1,214원 적립",https://www.coupang.com/vp/products/7414797984?itemId=19155276108&vendorItemId=4806712418&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1284839968833079-4ecfd296-ddd6-4293-8860-3d7c1d6610a6.jpg
478,"일양약품 장건강 마이크로바이옴 메가바이오틱스 프로&프리바이오틱스 생유산균 30포, 150g, 2개",25200,28800.0,12.0,(10g당 840원),4.5,5901,True,"최대 1,071원 적립",https://www.coupang.com/vp/products/8203811447?itemId=7676932532&vendorItemId=84584053994&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/aeac/7ebd7515e9da2cf0ab85f123dd85a959afd0ea42bd7b5631100c15191664.jpg
479,"JW중외제약 혈행건강 rTG알티지 오메가3, 30정, 3개",26080,89900.0,70.0,(1정당 290원),4.5,962,True,"최대 1,290원 적립",https://www.coupang.com/vp/products/6267995076?itemId=11708019449&vendorItemId=78982205440&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1219/85434318b397f79750b53f1aeff947cfad51384f6773b805a5d717ad9bb0.jpg
480,"GNCHERBALPLUS 밀크씨슬, 60정, 1개",17210,38000.0,54.0,(1정당 287원),5.0,4930,True,최대 860원 적립,https://www.coupang.com/vp/products/8289176189?itemId=21847728921&vendorItemId=81307719443&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/227981779098357-4cce7649-ead5-46c2-b6e6-cce783954cd4.png
481,"뉴트리코어 코엔자임Q10 150g, 150정, 1개",104400,116000.0,10.0,(1정당 696원),5.0,5817,True,"최대 5,220원 적립",https://www.coupang.com/vp/products/7243519595?itemId=24007460788&vendorItemId=91816579361&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/149950658414455-55ee4b34-5cfd-48e1-a5b9-dc221b641b2f.jpg
482,"안국건강 아이원 루테인지아잔틴 플러스, 90정, 2개",50770,52540.0,3.0,(1정당 282원),5.0,9380,True,"최대 2,239원 적립",https://www.coupang.com/vp/products/1400327887?itemId=19415133966&vendorItemId=84998530419&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/224952663171161-c8a8a8f9-264e-456b-911a-1117b8da79ef.jpg
483,"대웅 전립선건강 눈건강 쏘팔메토 옥타코사놀 루테인, 1개, 90정",27750,40000.0,30.0,(1정당 308원),5.0,51,True,"최대 1,374원 적립",https://www.coupang.com/vp/products/8736654824?itemId=25391015126&vendorItemId=92384739097&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ed11/e20aab0a0fa158c61e4030595462fbc6f1a4fe89b50f2585eaaa97af60e9.jpg
484,"을지대학교 혈행 더하기 초임계 rTG 알티지 오메가3 60.6g, 60정, 4개",39510,119600.0,66.0,(1정당 165원),5.0,57,True,"최대 1,876원 적립",https://www.coupang.com/vp/products/7292556034?itemId=18785438969&vendorItemId=85916710991&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/60563357013583-d5e10eb0-06c0-4b98-8585-2439e2c25796.jpg
485,"뉴트라비타 식물성 알티지 오메가3, 60정, 38.1g, 1개",44180,55000.0,19.0,(1정당 736원),5.0,7241,True,"최대 1,934원 적립",https://www.coupang.com/vp/products/6795833761?itemId=25638048251&vendorItemId=83228181686&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/stage/manual/973643401730075-67347657-2bdf-495c-a356-32ecaf8974ca_1750842799677.jpg
486,"베베모린 뽀로로 비타민 C 복숭아맛, 500정, 1개",17100,17900.0,4.0,(1정당 34원),5.0,192,True,최대 855원 적립,https://www.coupang.com/vp/products/7510882022?itemId=19679646696&vendorItemId=86785048778&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/802e/70a247aeb8ed1039f2172359efb21a064f90fcd8a19c093c854faf2ef9af.jpg
487,"비오비타 일동제약 우리아이 쾌변젤리 20p, 1개, 400g",23900,26900.0,11.0,(10g당 598원),5.0,2282,True,"최대 1,195원 적립",https://www.coupang.com/vp/products/7553801652?itemId=11281876081&vendorItemId=86716390804&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/460775553489072-bed945cb-4b1d-4799-806e-9cda8773e6b0.jpg
488,"종근당 뼈건강 프로젝트 365 칼마디아K, 180정, 2개",34430,38000.0,9.0,(1정당 96원),5.0,882,True,"최대 1,721원 적립",https://www.coupang.com/vp/products/7623483724?itemId=20260993613&vendorItemId=87348509803&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/83713820820946-0d09843d-4103-43de-bc32-2fd5b09dbb68.jpg
489,"프롬바이오 관절연골엔 보스웰리아 플러스, 60정, 3개",93460,168000.0,44.0,(1정당 519원),5.0,1165,True,"최대 4,673원 적립",https://www.coupang.com/vp/products/7703741302?itemId=22892957877&vendorItemId=92367928250&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3a98/8f3c9859a72aa6c799548a96bb5489a6cf1816c3de977361b5dbc241b504.png
490,"미니막스 정글 멀티비타민 미네랄, 60정, 1개",31000,38000.0,18.0,(1정당 517원),5.0,5066,True,"최대 1,488원 적립",https://www.coupang.com/vp/products/7121722339?itemId=17833274951&vendorItemId=74244509817&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/982818614883955-babf0540-3228-4dc3-801f-67865133c94c.png
491,"종근당건강 글루코사민 플러스 관절영양제, 180정, 1개",29910,57400.0,47.0,(1정당 166원),4.5,4502,True,"최대 1,495원 적립",https://www.coupang.com/vp/products/5314341752?itemId=12987088682&vendorItemId=3003265856&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/13865451319612707-062daaa2-bedc-49d3-846d-c78c96584eb0.jpg
492,"종근당건강 헬씨칸 밀크씨슬 로얄 24g, 30정, 6개",33840,96000.0,64.0,(1정당 188원),5.0,357,True,"최대 1,692원 적립",https://www.coupang.com/vp/products/7852044546?itemId=21728103526&vendorItemId=88777294647&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/137043203227636-50573268-3d86-49ac-a313-b798b18f999a.jpg
493,"내츄럴플러스 인사덴티 골드, 60정, 2개",22550,50000.0,54.0,(1정당 188원),4.5,3043,True,"최대 1,128원 적립",https://www.coupang.com/vp/products/7692111129?itemId=21041156275&vendorItemId=88103903861&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/776019461310161-2e4ce5b6-907e-48ed-b6af-9a60e3ba0cf4.jpg
494,"락피도 프로바이오틱스 키즈 플러스 60p, 120g, 2개",47400,120000.0,60.0,"(10g당 1,975원)",5.0,3898,True,"최대 2,370원 적립",https://www.coupang.com/vp/products/7516485954?itemId=11217419148&vendorItemId=85072862568&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/704213745302833-2808bf9a-0be9-4ee9-bc3b-f5035b4c4781.jpg
495,"바이탈뷰티 굿슬립 가바365, 60정, 25.8g, 1개",21540,37000.0,41.0,(1정당 359원),4.5,832,True,"최대 1,077원 적립",https://www.coupang.com/vp/products/7112556674?itemId=15789399440&vendorItemId=83002147750&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/525152966963643-1a1da188-b182-4d67-beee-19acb11139b3.jpg
496,"닥터스베스트 MSM 파우더, 250g, 1개",18940,,,(10g당 758원),4.5,3130,True,최대 947원 적립,https://www.coupang.com/vp/products/119938323?itemId=357222942&vendorItemId=3869486244&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/108215797086720-fe37f566-9722-4cdc-98ec-b8b8a3832923.png
497,"센트룸 실버 우먼 멀티비타민 미네랄 75.7g + 센트룸 실버 맨 멀티비타민 미네랄 73.2g, 1세트, 50정",46480,,,(1정당 930원),5.0,62,True,"최대 2,324원 적립",https://www.coupang.com/vp/products/8513617201?itemId=24645311582&vendorItemId=91656034839&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1844405367410289-ce0f7def-d5e2-4818-a95a-bc014cd7032a.jpg
498,"지큐랩 100억 생유산균 골드, 60정, 2개",49820,105000.0,52.0,(1정당 415원),5.0,13146,True,"최대 2,491원 적립",https://www.coupang.com/vp/products/8232473970?itemId=23695711328&vendorItemId=85126568347&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/935866049852284-68360ec6-a63d-4c0f-a040-d0a703f93c91.jpg
499,"비타민마을 금쪽같은 내새끼 리포퍼 철분 비타민C 30p, 45g, 1개",14000,18900.0,25.0,"(10g당 3,111원)",5.0,369,True,최대 700원 적립,https://www.coupang.com/vp/products/7785550708?itemId=20811514678&vendorItemId=91712271481&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/553736288888776-d5082940-f40b-4c5f-be57-ab56b23d8c49.jpg
500,"올키 칼슘젤리 샤인머스켓맛 15p, 300g, 1개",15650,17000.0,7.0,(10g당 522원),5.0,406,True,최대 783원 적립,https://www.coupang.com/vp/products/7713857070?itemId=20684641043&vendorItemId=87756538439&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2023/11/13/11/4/bf7ee0a8-8d3a-48e8-b96a-2fcea09eea61.jpg
501,"하이뮨 루테인 지아잔틴 아스타잔틴, 30정, 1개",11650,18000.0,35.0,(1정당 388원),5.0,3909,True,최대 583원 적립,https://www.coupang.com/vp/products/6685444741?itemId=15431398181&vendorItemId=70358398546&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d42a/bcbb1cff8a5e0e9c457b54071cd3e5940971eb5e085b82e7fd2febd2ef29.jpg
502,"드시모네 곰돌이 츄어블 플러스 유아유산균, 60정, 1개",19900,48000.0,58.0,(1정당 332원),5.0,68,True,최대 995원 적립,https://www.coupang.com/vp/products/7735462204?itemId=20797595195&vendorItemId=87866861057&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/cec8/024832d2ffb25f6c2c7dd515e4ab29c44179b9dec388d655143435f8d8ed.jpg
503,"아임비타 멀티비타민 이뮨샷, 7회분, 4개",47100,60360.0,21.0,"(1정당 1,682원)",5.0,138,True,"최대 2,355원 적립",https://www.coupang.com/vp/products/8164172614?itemId=23288104515&vendorItemId=90320349621&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/469046582139890-aa28bab3-fc42-446f-bd42-39d7f1a030b2.jpg
504,"JW중외제약 쏘팔메토 옥타코사놀, 30정, 3개",26730,45600.0,41.0,(1정당 297원),4.5,712,True,"최대 1,336원 적립",https://www.coupang.com/vp/products/8817395858?itemId=25692070354&vendorItemId=89508343376&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/43f4b5d2-c415-4dd0-b1a6-8ea04138eba1_fixing_v2.png
505,"이지맘 스텝1 엽산 비타민D, 30정, 1개",15000,,,(1정당 500원),5.0,1135,True,최대 750원 적립,https://www.coupang.com/vp/products/8565700660?itemId=24810456856&vendorItemId=3698236989&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/16474038032030-2dcdfcbc-05b9-45a3-85ec-147648bcb9ad.jpg
506,"닥터포이 웰키커 어린이 츄어블 아연, 120정, 1개",16900,26850.0,37.0,(1정당 141원),5.0,1948,True,최대 845원 적립,https://www.coupang.com/vp/products/7257946400?itemId=18479033499&vendorItemId=72876347682&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4248233189263949-24cc5f2a-4fa7-41ce-a574-a9610d13453b.jpg
507,"비타리움 프로폴리스 스프레이, 30ml, 2개",19000,24000.0,20.0,"(10ml당 3,167원)",4.5,1362,True,최대 950원 적립,https://www.coupang.com/vp/products/206254693?itemId=24153634488&vendorItemId=91172316712&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1060473677426595-3cff0c97-d6ff-4e9c-846a-a360b160d2fa.jpg
