rank,name,sale_price,base_price,discount_rate,unit_price,rating,rating_count,rocket,benefit_text,product_url,image_url
135,"세노비스 수퍼바이오틱스 유산균, 60정, 1개",37880,69000.0,45.0,(1정당 631원),5.0,4399,True,"최대 1,794원 적립",https://www.coupang.com/vp/products/6880694549?itemId=18607940806&vendorItemId=3000279173&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0086/02e3aa65b783e176737942e5340b647d9c09802bde0475bda4da0bc4e42d.jpg
136,"뉴트리디데이 프리미엄 쾌변엔 차전자피 식이섬유, 240g, 1개",11900,21500.0,44.0,(10g당 496원),4.5,1855,True,최대 595원 적립,https://www.coupang.com/vp/products/6774040058?itemId=23466568606&vendorItemId=83120106223&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/stage/manual/bb6fcf42539789215f861719832e2e79edc120db6107f5cef052fafa2933_1751005584460.jpg
137,"닥터프로그램 마더스케어 올인원 플러스 1단계, 99.6g, 1개",51310,98000.0,47.0,"(10g당 5,152원)",5.0,1095,True,"최대 2,565원 적립",https://www.coupang.com/vp/products/6975516995?itemId=17025269397&vendorItemId=83468443397&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c008/82a3ad0dd0eb92794ebc122d4f1d4e43a876c9b58763d84517aa1de93702.jpg
138,"락토핏 다이어트 유산균 60p, 120g, 3개",38250,77700.0,50.0,"(10g당 1,063원)",4.5,2033,True,"최대 1,913원 적립",https://www.coupang.com/vp/products/7956476557?itemId=24733685077&vendorItemId=91742539035&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1069845870504725-278689aa-4238-49ae-a309-0f819beaca17.jpg
139,"경남제약 퓨어 비타민C 3000 고함량 90포, 270g, 1개",16630,20000.0,16.0,(10g당 616원),4.5,3966,True,최대 831원 적립,https://www.coupang.com/vp/products/7863647494?itemId=21464888005&vendorItemId=91498085020&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1073/e215458ae9cdcb8e9c844f913a18506c4a5dd9a631b87d7f9ffb551dab9b.jpg
140,"종근당 뼈건강 프로젝트 365 칼마디아K, 180정, 1개",19890,21340.0,6.0,(1정당 111원),5.0,882,True,최대 995원 적립,https://www.coupang.com/vp/products/7623483724?itemId=20216913286&vendorItemId=87306664287&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/f859/a053fffc470b59ef25a59a3f889b4552f0eed86ebf22306c28be6d399a69.jpg
141,"퍼니트 칼륨 포타슘 수분 밸런스 1500, 120정, 1개",11900,17900.0,33.0,(1정당 99원),5.0,573,True,최대 565원 적립,https://www.coupang.com/vp/products/8194500296?itemId=23464807245&vendorItemId=90558115860&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/c35e/3ac0470da474276e5a9f8aa043337495a18954397273ac5969c67c87d91e.jpg
142,"에버비키니 다이어트 한잔 빠질라카노 28포, 3.3g, 1개",8900,10900.0,18.0,"(10g당 26,970원)",4.5,7672,True,최대 445원 적립,https://www.coupang.com/vp/products/6549926725?itemId=17292456080&vendorItemId=91064688172&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/64b7/1fd8d6162653545f3313739c4280ed1f5db8f2369741a5273a2202060847.jpg
143,"세노비스 마그네슘, 90정, 2개",31940,56000.0,42.0,(1정당 177원),5.0,17733,True,"최대 1,497원 적립",https://www.coupang.com/vp/products/7792384678?itemId=21084993531&vendorItemId=85296817119&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/971500449659108-2d9350bb-3627-4072-b1d7-ab244f55db59.jpg
144,"올바른 곡물효소 프로바이오틱스 블랙, 270g, 1개",21900,39900.0,45.0,(10g당 811원),5.0,11061,True,"최대 1,095원 적립",https://www.coupang.com/vp/products/6513949468?itemId=14400807577&vendorItemId=81535981068&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e587/d8b4c3e51627d8a1efafe7aabe1e7de22f4afc9c9d309bc39b23f87a0754.jpg
145,"네추럴라이즈 멀티비타민 꾸미, 60정, 2개",20200,26850.0,24.0,(1정당 168원),5.0,10496,True,"최대 1,010원 적립",https://www.coupang.com/vp/products/6745478488?itemId=18037436405&vendorItemId=85191832749&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/812993094757310-8f335e07-9ee1-451a-a5ae-f4e30b37a792.jpg
146,"올바른 프리미엄 철분, 90정, 1개",11530,21900.0,47.0,(1정당 128원),5.0,2294,True,최대 535원 적립,https://www.coupang.com/vp/products/7702092129?itemId=20624271310&vendorItemId=86828281691&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/436c/77b4700552c3a2a7eefa721d25ad9bb12bb9eaa73e56969bd239ae2bfa3f.jpg
147,"닥터프로그램 마더스케어 올인원 플러스 2 영양제, 124.2g, 1개",53800,98000.0,45.0,"(10g당 4,332원)",5.0,1274,True,"최대 2,690원 적립",https://www.coupang.com/vp/products/6975515438?itemId=17025258338&vendorItemId=83468094237&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/e65f2880-01de-4440-a6fa-a99fec80a1b4_fixing_v2.png
148,"광동제약 리프레C 메가비타민 3000, 270g, 1개",13440,14900.0,9.0,(10g당 498원),5.0,490,True,최대 665원 적립,https://www.coupang.com/vp/products/8371814944?itemId=24191961845&vendorItemId=92180285897&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7ab9/008e75c04183d07857e06ab8a54e0b335361a86f2de10b1d7e211a4b5d76.jpg
149,"센트룸 우먼 멀티비타민 미네랄, 50정, 1개",26000,27000.0,3.0,(1정당 520원),5.0,296,True,"최대 1,300원 적립",https://www.coupang.com/vp/products/7735517873?itemId=20797924625&vendorItemId=87867150898&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/9e8aa439-13de-4897-a4f4-95d481e5a41a_fixing_v2.png
150,"정관장 홍삼정+쇼핑백, 100g, 1개",69250,93000.0,25.0,"(10g당 6,925원)",5.0,8310,True,"최대 3,463원 적립",https://www.coupang.com/vp/products/37291?itemId=358814330&vendorItemId=87085001012&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/22418245187663-0872d1b3-ed15-44b0-bb24-bec8d7898cc1.jpg
151,"뉴트리디데이 프리미엄 칼슘 마그네슘 아연 비타민D, 90정, 3개",27450,49500.0,44.0,(1정당 102원),5.0,58165,True,"최대 1,373원 적립",https://www.coupang.com/vp/products/7663082990?itemId=20420830222&vendorItemId=70027720811&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6773/a43fe5f2112cf0de370fbace398443580134d92addc718c99956f5cf5ded.jpg
152,"뉴트리디데이 프리미엄 루테인 오메가3 골드, 90정, 1개",16000,26500.0,39.0,(1정당 178원),5.0,11966,True,최대 800원 적립,https://www.coupang.com/vp/products/7009863828?itemId=17221764297&vendorItemId=4443300116&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/84541958669477-c7bafd2d-8097-4c78-bee3-36c4175c6905.jpg
153,"얼라이브 원스데일리 멀티비타민, 60정, 1개",18670,30000.0,37.0,(1정당 311원),5.0,16945,True,최대 934원 적립,https://www.coupang.com/vp/products/8678507650?itemId=25192647883&vendorItemId=3195471868&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/527561217768291-46cdf83d-e905-4376-a279-12ead2534a52.jpg
154,"닥터웰퀸즈 알파 액상철분, 300ml, 1개",20610,23900.0,13.0,(10ml당 687원),5.0,3409,True,"최대 1,000원 적립",https://www.coupang.com/vp/products/6675314035?itemId=15373621215&vendorItemId=90123810870&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2198/1ff43be0689810058519d6831cfd1b1c35cc1e52204adc77bce903c9d7da.jpg
155,"바이오가이아 프로텍티스 베이비드롭 액상 프로바이오틱스, 5ml, 1개",29900,39900.0,25.0,"(10ml당 59,800원)",5.0,6242,True,"최대 1,495원 적립",https://www.coupang.com/vp/products/6758879578?itemId=22081259362&vendorItemId=83044891503&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/feed/203b1901ad000dab78f3bdfdb607cc7f5e7bf6884b89e471e4ceacd8f20d.jpg
156,"비아벨로 비크릴 100 인지질 크릴오일, 1박스, 15정",38830,71900.0,45.0,"(1정당 2,589원)",4.0,132,True,"최대 1,941원 적립",https://www.coupang.com/vp/products/8686579375?itemId=25638317718&vendorItemId=92628346444&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9d65/51f2d94c1c33ccd2aa40679d46150747ea6b6d61c2fe82cd8a3de2f25544.jpg
157,"덴프스 덴마크 유산균이야기 우먼, 60정, 1개",37320,70000.0,46.0,(1정당 622원),5.0,766,True,"최대 1,866원 적립",https://www.coupang.com/vp/products/7711702676?itemId=20673628303&vendorItemId=88775210466&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/821399568083253-55819c0b-22ca-419e-a956-004d051a3df2.jpg
158,"종근당 프리미엄 MSM, 120정, 2개",27500,29900.0,8.0,(1정당 115원),4.5,11852,True,"최대 1,375원 적립",https://www.coupang.com/vp/products/7885849539?itemId=18045935409&vendorItemId=4281820545&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e2f6/57c6c89a692a2073f3543ee72039e62232c9c2d4a7ab44315ec33dbbb087.jpg
159,"락토핏 당케어 유산균, 120g, 3개",38650,105000.0,63.0,"(10g당 1,074원)",5.0,10996,True,"최대 1,933원 적립",https://www.coupang.com/vp/products/7893057219?itemId=23742644972&vendorItemId=89440810281&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/340511885581335-e2889382-471f-4668-b603-0db9f5fca45a.jpg
160,"홀리데이즈 칼슘마그네슘아연비타민D, 90정, 1개",9500,12800.0,25.0,(1정당 106원),5.0,5173,True,최대 432원 적립,https://www.coupang.com/vp/products/7757628899?itemId=20912270882&vendorItemId=4642758781&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/235900401910548-0cd50f16-546b-4fcf-80d8-558f8da30e11.jpg
161,"하이뮨 프로틴 밸런스 스틱형, 190g, 3개",24450,54000.0,54.0,"(100g당 4,289원)",5.0,7389,True,"최대 1,223원 적립",https://www.coupang.com/vp/products/1972869784?itemId=17830627067&vendorItemId=86942267145&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/25133327447145-341b452d-47c6-42d4-9327-1968b29beda2.jpg
162,"알유21 비타민 C 4.5g, 6정, 6개",15070,36000.0,58.0,(1정당 419원),5.0,11314,True,최대 754원 적립,https://www.coupang.com/vp/products/6781007623?itemId=15945435525&vendorItemId=92103049114&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/b7a1c235-8a9a-4481-8ea2-6d26ef59cde42760316955714131502.png
163,"뉴트리디데이 rTG 알티지 오메가3 골드, 90정, 2개",36900,63000.0,41.0,(1정당 205원),5.0,30425,True,"최대 1,845원 적립",https://www.coupang.com/vp/products/7052204562?itemId=9078147176&vendorItemId=71944806292&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/53cc/31a812dbc9313066631312ac9b10f260ab9c02ffcba03a100d1d27439caa.jpg
164,"함소아 비타민D 가득 1000IU, 60정, 2개",21800,,,(1정당 182원),5.0,20539,True,"최대 1,090원 적립",https://www.coupang.com/vp/products/6603256957?itemId=22205625164&vendorItemId=91693231903&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/68852803499219-de692415-41b5-42ad-beac-b04b09fc90b7.jpg
165,"헬스헬퍼 맥스컷 다이어트 핏 3.1 레몬맛, 140g, 1개",28900,45000.0,35.0,"(10g당 2,064원)",5.0,583,True,"최대 1,445원 적립",https://www.coupang.com/vp/products/8034506314?itemId=22475436228&vendorItemId=89937121111&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/330711357105690-ad9df807-e986-4b5b-ae8e-82805d760e70.jpg
166,"일양약품 혈당건강 바나바리프 식후 혈당케어 30g, 60정, 1개",11100,15000.0,26.0,(1정당 185원),4.5,6479,True,최대 471원 적립,https://www.coupang.com/vp/products/6475369132?itemId=24789209771&vendorItemId=92611551338&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2025/05/27/18/3/ff51d07f-477a-4790-92e9-ed681ec2fea0.jpg
167,"프로메가 알티지 오메가3 듀얼 플러스, 60정, 1개",12800,26900.0,52.0,(1정당 213원),5.0,50774,True,최대 640원 적립,https://www.coupang.com/vp/products/7358278791?itemId=18951690183&vendorItemId=78766007698&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ef29/0ae578da52209010d930a0c2d61b0fc234fb67a2121a80bcc5e419e50dc7.jpg
168,"그린몬스터 다이어트 녹차카테킨 플러스, 28정, 1개",13800,35000.0,60.0,(1정당 493원),4.5,22151,True,최대 690원 적립,https://www.coupang.com/vp/products/8184523604?itemId=23376351376&vendorItemId=89380847359&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/489707064191184-00e3ac9f-0431-47ea-a873-6b84b7afefe8.jpg
169,"바이오메라 프로바이오틱스 키즈 하우아유 다니스코 100억 어린이 유산균 비타민D 아연, 30회분, 1개",33000,47030.0,29.0,"(1정당 1,100원)",5.0,734,True,"최대 1,650원 적립",https://www.coupang.com/vp/products/7295195660?itemId=18654283399&vendorItemId=80568758658&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/426570052475386-98ff9b6c-a268-4fd3-99cb-363c98e50dfb.jpg
170,"아텍스 산리오 캐릭터즈 맛있는 키즈 비타민 500정, 1개",17400,,,(1정당 35원),5.0,985,True,최대 870원 적립,https://www.coupang.com/vp/products/7276823174?itemId=18570348728&vendorItemId=85707511130&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/989f/5e8688c05f6e196e54973935644620bebfc9bbf67d4b5e89b4e006380630.jpg
171,"락피도 프로바이오틱스 키즈 플러스 60p, 120g, 1개",24320,60000.0,59.0,"(10g당 2,027원)",5.0,3898,True,"최대 1,216원 적립",https://www.coupang.com/vp/products/7516485954?itemId=10707356793&vendorItemId=77988051099&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/9e6081ac-73cf-4e28-b528-fbef12226cac_fixing_v2.png
172,"굿앤키즈 칼슘 마그네슘 비타민D 아연 츄어블, 90정, 1개",8810,11900.0,25.0,(1정당 98원),4.5,1652,True,최대 440원 적립,https://www.coupang.com/vp/products/6240731702?itemId=20365085468&vendorItemId=85616270853&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec5f/a4638e5c8ef850f739e928cd9c35cab70f180aa003d4356846e0ae5e5106.jpg
173,"종근당건강 프리미엄 비타C 1000플러스, 100정, 3개",30330,37350.0,18.0,(1정당 101원),5.0,19901,True,"최대 1,516원 적립",https://www.coupang.com/vp/products/7757634572?itemId=20912430358&vendorItemId=4462211350&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/86b6/9da8a346d0f917d3ee27f96f01019b3679557928fdcb70844c15879d9383.jpg
174,"닥터브라이언 비오틴 구미 5000 피치 플레이버, 100정, 1개",14190,27000.0,47.0,(1정당 142원),5.0,909,True,최대 710원 적립,https://www.coupang.com/vp/products/7984227198?itemId=22168993876&vendorItemId=89215423562&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b916/9b7b2b9bd252c49351ad7cbba1e458b32890a3d1bf77a3b08c0a68ef0535.jpg
175,"락피도 맘엔맘엔 오메가 3, 60정, 21.9g, 1개",25700,50000.0,48.0,(1정당 428원),5.0,2542,True,"최대 1,220원 적립",https://www.coupang.com/vp/products/6942744632?itemId=16841113932&vendorItemId=84020342114&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/11/23/16/6/93a0c78e-e6d4-4801-a176-d513b64bb265.jpg
176,"뉴트리디데이 프리미엄 코엔자임 Q10, 60정, 1개",14900,33660.0,55.0,(1정당 248원),5.0,3366,True,최대 745원 적립,https://www.coupang.com/vp/products/6685022358?itemId=20066806393&vendorItemId=82649200857&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/14a4/5c8a6e76eff6433ce1a980a27ffb4e0080a72ede37f5e7685ad0fc8a09b7.jpg
177,"구트할로 멀티비타민 오렛지맛, 20정, 80g, 3개",9300,10800.0,13.0,(1정당 155원),4.5,6894,True,최대 465원 적립,https://www.coupang.com/vp/products/2070272826?itemId=18192601057&vendorItemId=71503717344&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/5394305040164752-364abde1-d9c9-4231-aae5-d1829de85dde.jpg
178,"락토핏 키즈 유산균, 120g, 3개",31410,41970.0,25.0,(10g당 873원),5.0,59724,True,"최대 1,570원 적립",https://www.coupang.com/vp/products/7201469545?itemId=18204296291&vendorItemId=85072692918&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1143494337651525-cb11855f-1775-4f3f-b957-9b596d3f7a16.jpg
179,"세노비스 프로폴리스 플러스, 80정, 1개",31320,46000.0,31.0,(1정당 392원),5.0,7152,True,"최대 1,466원 적립",https://www.coupang.com/vp/products/5857122777?itemId=10209163530&vendorItemId=77491644031&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/992001259722290-af02675a-a76a-4c81-971e-7a11226a658f.jpg
180,"비타민마을 철분 더블업 미니 정제형 철분제, 120정, 1개",12900,,,(1정당 108원),5.0,743,True,최대 645원 적립,https://www.coupang.com/vp/products/8328621007?itemId=24044704867&vendorItemId=91221729081&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/254968361814312-43bdee95-df62-4a3e-90d0-ff1d166ad42e.jpg
181,"뉴트리디데이 rTG 알티지 오메가3 골드, 90정, 2개",36900,63000.0,41.0,(1정당 205원),5.0,30425,True,"최대 1,845원 적립",https://www.coupang.com/vp/products/7052204562?itemId=9078147176&vendorItemId=71944806292&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/53cc/31a812dbc9313066631312ac9b10f260ab9c02ffcba03a100d1d27439caa.jpg
182,"함소아 비타민D 가득 1000IU, 60정, 2개",21800,,,(1정당 182원),5.0,20539,True,"최대 1,090원 적립",https://www.coupang.com/vp/products/6603256957?itemId=22205625164&vendorItemId=91693231903&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/68852803499219-de692415-41b5-42ad-beac-b04b09fc90b7.jpg
183,"헬스헬퍼 맥스컷 다이어트 핏 3.1 레몬맛, 140g, 1개",28900,45000.0,35.0,"(10g당 2,064원)",5.0,583,True,"최대 1,445원 적립",https://www.coupang.com/vp/products/8034506314?itemId=22475436228&vendorItemId=89937121111&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/330711357105690-ad9df807-e986-4b5b-ae8e-82805d760e70.jpg
184,"일양약품 혈당건강 바나바리프 식후 혈당케어 30g, 60정, 1개",11100,15000.0,26.0,(1정당 185원),4.5,6479,True,최대 471원 적립,https://www.coupang.com/vp/products/6475369132?itemId=24789209771&vendorItemId=92611551338&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2025/05/27/18/3/ff51d07f-477a-4790-92e9-ed681ec2fea0.jpg
185,"프로메가 알티지 오메가3 듀얼 플러스, 60정, 1개",12800,26900.0,52.0,(1정당 213원),5.0,50774,True,최대 640원 적립,https://www.coupang.com/vp/products/7358278791?itemId=18951690183&vendorItemId=78766007698&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ef29/0ae578da52209010d930a0c2d61b0fc234fb67a2121a80bcc5e419e50dc7.jpg
186,"그린몬스터 다이어트 녹차카테킨 플러스, 28정, 1개",13800,35000.0,60.0,(1정당 493원),4.5,22151,True,최대 690원 적립,https://www.coupang.com/vp/products/8184523604?itemId=23376351376&vendorItemId=89380847359&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/489707064191184-00e3ac9f-0431-47ea-a873-6b84b7afefe8.jpg
187,"바이오메라 프로바이오틱스 키즈 하우아유 다니스코 100억 어린이 유산균 비타민D 아연, 30회분, 1개",33000,47030.0,29.0,"(1정당 1,100원)",5.0,734,True,"최대 1,650원 적립",https://www.coupang.com/vp/products/7295195660?itemId=18654283399&vendorItemId=80568758658&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/426570052475386-98ff9b6c-a268-4fd3-99cb-363c98e50dfb.jpg
188,"아텍스 산리오 캐릭터즈 맛있는 키즈 비타민 500정, 1개",17400,,,(1정당 35원),5.0,985,True,최대 870원 적립,https://www.coupang.com/vp/products/7276823174?itemId=18570348728&vendorItemId=85707511130&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/989f/5e8688c05f6e196e54973935644620bebfc9bbf67d4b5e89b4e006380630.jpg
189,"락피도 프로바이오틱스 키즈 플러스 60p, 120g, 1개",24320,60000.0,59.0,"(10g당 2,027원)",5.0,3898,True,"최대 1,216원 적립",https://www.coupang.com/vp/products/7516485954?itemId=10707356793&vendorItemId=77988051099&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/9e6081ac-73cf-4e28-b528-fbef12226cac_fixing_v2.png
190,"덴프스 덴마크 유산균이야기, 30정, 3개",44700,153000.0,70.0,(1정당 497원),5.0,28284,True,"최대 2,235원 적립",https://www.coupang.com/vp/products/6063894601?itemId=12826882523&vendorItemId=85873893645&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2179525803470-f63096b3-b4e4-45f2-a850-a571650638fb.jpg
191,"굿앤키즈 칼슘 마그네슘 비타민D 아연 츄어블, 90정, 1개",8810,11900.0,25.0,(1정당 98원),4.5,1652,True,최대 440원 적립,https://www.coupang.com/vp/products/6240731702?itemId=20365085468&vendorItemId=85616270853&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ec5f/a4638e5c8ef850f739e928cd9c35cab70f180aa003d4356846e0ae5e5106.jpg
192,"아이클리어 루테인지아잔틴, 30정, 6개",45800,101400.0,54.0,(1정당 254원),5.0,13264,True,"최대 2,290원 적립",https://www.coupang.com/vp/products/6135465893?itemId=19566129167&vendorItemId=86673989386&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/17147185108684-a13c89cf-05a8-4046-a7df-594766af943c.jpg
193,"종근당건강 프리미엄 비타C 1000플러스, 100정, 3개",30330,37350.0,18.0,(1정당 101원),5.0,19901,True,"최대 1,516원 적립",https://www.coupang.com/vp/products/7757634572?itemId=20912430358&vendorItemId=4462211350&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/86b6/9da8a346d0f917d3ee27f96f01019b3679557928fdcb70844c15879d9383.jpg
194,"닥터브라이언 비오틴 구미 5000 피치 플레이버, 100정, 1개",14190,27000.0,47.0,(1정당 142원),5.0,909,True,최대 710원 적립,https://www.coupang.com/vp/products/7984227198?itemId=22168993876&vendorItemId=89215423562&sourceType=CAMPAIGN&campaignId=6585&categoryId=0,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b916/9b7b2b9bd252c49351ad7cbba1e458b32890a3d1bf77a3b08c0a68ef0535.jpg
