product_id,rank,name,sale_price,base_price,discount_rate(%),discount_type,rocket_type,arrival_msg,free_shipping,cashback_msg,card_discount_msg,benefit_badges,rating,rating_count,product_url,image_url
90230341924,1.0,"삼성전자 갤럭시워치7, 크림, 40mm, GPS + 블루투스",218900,349000.0,37.0,,로켓배송,내일(화) 도착 보장,False,"최대 10,945원 적립",,"최대 10,945원 적립",5.0,10049,https://www.coupang.com/vp/products/8151207802?itemId=23197751718&vendorItemId=90230341924&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=0&rank=0,https://thumbnail8.coupangcdn.com/thumbnails/remote/320x320ex/image/1025_amir_coupang_oct_80k/eb0e/3f6821e1d255071295d1fa0c1dfca5d12f0d7a91a570f45718739f27f3e8.jpg
90230341917,2.0,"삼성전자 갤럭시워치7, 실버, 44mm, GPS + 블루투스",263000,389000.0,32.0,쿠폰할인,로켓배송,내일(화) 도착 보장,False,"최대 13,150원 적립",,"최대 13,150원 적립",5.0,10049,https://www.coupang.com/vp/products/8151207802?itemId=23197751714&vendorItemId=90230341917&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=1&rank=1,https://thumbnail8.coupangcdn.com/thumbnails/remote/320x320ex/image/1025_amir_coupang_oct_80k/6ec1/4dce96ba765fa250af66e45b607110ce3f7a90e87608a32c5fe57aeebdda.jpg
91186820423,3.0,"삼성전자 갤럭시 핏3 SM-R390N, 그레이, 40cm, 블루투스",88580,,,,로켓배송,내일(화) 도착 보장,False,"최대 4,429원 적립",,"최대 4,429원 적립",5.0,3715,https://www.coupang.com/vp/products/8365215718?itemId=24635275660&vendorItemId=91186820423&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=2&rank=2,https://thumbnail8.coupangcdn.com/thumbnails/remote/320x320ex/image/1025_amir_coupang_oct_80k/0f7d/1e3eacf26bed39f00543004e680c0df8417ed269280f9e521cae43658772.jpg
82654099544,4.0,"로랜텍 애플워치 호환 풀커버 강화유리 액정보호 케이스, 투명, 1개",6000,,,,로켓배송,내일(화) 도착 보장,False,최대 300원 적립,,최대 300원 적립,4.5,19289,https://www.coupang.com/vp/products/6160352013?itemId=11950773466&vendorItemId=82654099544&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=3&rank=3,https://thumbnail7.coupangcdn.com/thumbnails/remote/320x320ex/image/1025_amir_coupang_oct_80k/ff84/37060806fab11a3609b5b0bac4485a7656f54b91b97a78a43ff8063908bc.jpg
91186820398,5.0,"삼성전자 갤럭시 핏3 SM-R390N, 실버, 40cm, 블루투스",89000,,,,로켓배송,내일(화) 도착 보장,False,"최대 4,450원 적립",,"최대 4,450원 적립",5.0,3715,https://www.coupang.com/vp/products/8365215718?itemId=24635275654&vendorItemId=91186820398&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=4&rank=4,https://thumbnail10.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/711a/14828451636858e2219faec5c6379114da4a228fc49af90e127ed7b44192.jpg
91091683471,6.0,"Apple 정품 2024 애플워치 SE 2세대 알루미늄 케이스, 40mm, GPS, 스타라이트 / 스타라이트 스포츠 밴드, S/M",319000,329000.0,3.0,,로켓배송,내일(화) 도착 보장,False,"최대 15,950원 적립",최대 5% 카드 즉시할인,"최대 5% 카드 즉시할인; 최대 15,950원 적립",5.0,4163,https://www.coupang.com/vp/products/8336500238?itemId=24071986377&vendorItemId=91091683471&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=5&rank=5,https://thumbnail10.coupangcdn.com/thumbnails/remote/320x320ex/image/1025_amir_coupang_oct_80k/fe3b/266f87b735d54e8fb65ec0956bba18d611651f3ca78727d96a545ede2542.jpg
92532159657,7.0,"DAICOO 통화가능 GPS 블루투스 스마트워치 42mm, 블랙, 4.2cm, GPS + 블루투스",19900,62000.0,67.0,할인,로켓배송,내일(화) 도착 보장,False,최대 995원 적립,,최대 995원 적립,5.0,1496,https://www.coupang.com/vp/products/8316012959?itemId=23999774177&vendorItemId=92532159657&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=6&rank=6,https://thumbnail9.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/be1c/6f5098c59e6113fa31d859d0307cb23aebe64d76a8e5ff2617511b7549ce.jpg
90230341931,8.0,"삼성전자 갤럭시워치7, 그린, 44mm, GPS + 블루투스",263000,389000.0,32.0,쿠폰할인,로켓배송,내일(화) 도착 보장,False,"최대 13,150원 적립",,"최대 13,150원 적립",5.0,10049,https://www.coupang.com/vp/products/8151207802?itemId=23197751720&vendorItemId=90230341931&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=7&rank=7,https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/1025_amir_coupang_oct_80k/1a9c/ff8983e2c1abb87c61898eaa84c291ecb9dbd6d80268ee386b5db2efa326.jpg
87305536648,9.0,"모잇 애플워치 전기종 호환 무선 충전기 A타입 (Ultra 10 9 8 7 6 SE SE2 5 4 3 2 1), 1m, 화이트, 1개",6490,19000.0,65.0,,로켓배송,내일(화) 도착 보장,False,최대 300원 적립,,최대 300원 적립,4.5,805,https://www.coupang.com/vp/products/7623212230?itemId=20215716026&vendorItemId=87305536648&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=8&rank=8,https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/5265266505428181-153360ac-4d6c-4d08-aaae-bf26cfc12ac6.jpg
81630550514,10.0,"신지모루 스크래치 복원 고광택 코팅 스마트워치 풀커버 액정보호필름 2p 세트, 2개",6900,29900.0,76.0,,로켓배송,내일(화) 도착 보장,False,최대 345원 적립,,최대 345원 적립,4.5,2448,https://www.coupang.com/vp/products/6511747064?itemId=14386263558&vendorItemId=81630550514&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=9&rank=9,https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/retail/images/6064383407984937-9525228e-b68f-481d-9ea0-1aa2975f0fce.jpg
92458452411,,"샤오미 미밴드 9 액티브 스마트밴드, 블랙, 37mm, 블루투스",79900,,,,,7/10(목) 도착 예정,True,"최대 3,995원 적립",,"최대 3,995원 적립",5.0,171,https://www.coupang.com/vp/products/8658102358?itemId=25128634502&vendorItemId=92458452411&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=10&rank=10,https://thumbnail10.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/38a7/79937354494fb21c1354a6147a82af33a5c9f4a6a0e7179e1130d7fd8061.png
91091683328,,"Apple 정품 2024 애플워치 SE 2세대 알루미늄 케이스, 40mm, GPS, 스타라이트 / 스타라이트 스포츠 밴드, M/L",319130,329000.0,3.0,쿠폰할인,로켓배송,내일(화) 도착 보장,False,"최대 15,956원 적립",최대 5% 카드 즉시할인,"최대 5% 카드 즉시할인; 최대 15,956원 적립",5.0,4163,https://www.coupang.com/vp/products/8336500238?itemId=24071986288&vendorItemId=91091683328&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=11&rank=11,https://thumbnail10.coupangcdn.com/thumbnails/remote/320x320ex/image/1025_amir_coupang_oct_80k/fe3b/266f87b735d54e8fb65ec0956bba18d611651f3ca78727d96a545ede2542.jpg
80803519336,,"이츠라이프 애플워치 호환가능 여성용 슬림 메탈 스트랩 밴드 38/40/41mm, 실버",9900,13900.0,28.0,,로켓배송,내일(화) 도착 보장,False,최대 495원 적립,,최대 495원 적립,4.5,1549,https://www.coupang.com/vp/products/6379838584?itemId=13549901372&vendorItemId=80803519336&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=12&rank=12,https://thumbnail6.coupangcdn.com/thumbnails/remote/320x320ex/image/1025_amir_coupang_oct_80k/d253/6858680392796dedeacc431c9024ab80a3e08fcf058009eb4acdb6826079.jpg
92590422215,,"와피크 통화가능 블루투스 스마트워치 X5S 1.91인치 대화면 한글판, 블랙, 4.8cm, GPS + 블루투스",25900,55900.0,53.0,할인,로켓배송,내일(화) 도착 보장,False,"최대 1,295원 적립",,"최대 1,295원 적립",4.5,4218,https://www.coupang.com/vp/products/7663437686?itemId=20422819752&vendorItemId=92590422215&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=13&rank=13,https://thumbnail10.coupangcdn.com/thumbnails/remote/320x320ex/image/vendor_inventory/e485/611af966bc478fcf4df52bb2cb7e4b39cb97a967c46b52bc2e1411486f47.jpg
91091683425,,"Apple 정품 2024 애플워치 SE 2세대 알루미늄 케이스, 40mm, GPS, 실버 / 블루 클라우드 스포츠 루프, Loop",319000,329000.0,3.0,,로켓배송,내일(화) 도착 보장,False,"최대 15,950원 적립",최대 6% 카드 즉시할인,"최대 6% 카드 즉시할인; 최대 15,950원 적립",5.0,4163,https://www.coupang.com/vp/products/8336500238?itemId=24071986352&vendorItemId=91091683425&q=스마트워치&searchId=6e2891a61782031&sourceType=search&itemsCount=36&searchRank=14&rank=14,https://thumbnail8.coupangcdn.com/thumbnails/remote/320x320ex/image/1025_amir_coupang_oct_80k/4df1/159061f319c109b16cd1691600c285190afd7706aca6ea02a1c255440c03.jpg
