name,price,original_price,discount_percentage,rating,review_count,product_url,image_url,rank,is_best,delivery_info
테크 중성세제 울드라이 용기 2.5L 2개,21800,23200,6,4.84,76,https://brand.naver.com/lgcaremall/products/9126647218,https://shop-phinf.pstatic.net/20201113_203/1605234561734u08Vw_JPEG/6370396544712702_1405226943.jpg?type=f296_296,660,False,네이버 내일배송7. 22.(화) 도착
샤프란 섬유유연제 아로마시트 50매 2개(핑크센세이션),16900,17900,5,4.78,413,https://brand.naver.com/lgcaremall/products/124390414,https://shop-phinf.pstatic.net/20240221_78/1708502415481AVuNG_JPEG/109638250297347918_520304123.jpg?type=f296_296,661,False,네이버 내일배송7. 22.(화) 도착
테크 딥클린 엑스퍼트 실내건조 액체세제 일반 리필 1.7L 4개,19900,24900,20,4.84,37,https://brand.naver.com/lgcaremall/products/10217999439,https://shop-phinf.pstatic.net/20240417_65/1713330234360Nj7Pz_JPEG/114466133067452463_767118117.jpg?type=f296_296,662,False,네이버 내일배송7. 22.(화) 도착
페리오 이지클리닉 탄력모 칫솔 1입 15개(색상랜덤),12900,15200,15,4.86,36,https://brand.naver.com/lgcaremall/products/9126651001,https://shop-phinf.pstatic.net/20240104_174/1704347388992FjYgW_JPEG/105483284728455037_1913937752.jpg?type=f296_296,663,False,네이버 내일배송7. 22.(화) 도착
ES 실크리페어 골드실크 샴푸 550ml,6450,7500,14,4.81,428,https://brand.naver.com/lgcaremall/products/2634992209,https://shop-phinf.pstatic.net/20240619_158/1718783576291tPYPR_JPEG/29716807048569506_1294271269.jpg?type=f296_296,664,False,네이버 내일배송7. 22.(화) 도착
AURA 자동분사 방향제 리필 난초 280ml(2입),13900,15200,8,4.84,1249,https://brand.naver.com/lgcaremall/products/288314073,https://shop-phinf.pstatic.net/20240423_181/1713842538900WQMsP_JPEG/114978381589463666_1653961112.jpg?type=f296_296,665,False,네이버 내일배송7. 22.(화) 도착
[겸용]테크 실내건조 캡슐세제 50입 1개(3챔버),17900,24900,28,4.87,39,https://brand.naver.com/lgcaremall/products/10597969222,https://shop-phinf.pstatic.net/20241216_114/1734306038393TiQEX_JPEG/18116879283999966_1104012630.jpg?type=f296_296,666,False,네이버 내일배송7. 22.(화) 도착
홈스타 악취를 부탁해 냄새탈취제 500ml 2개(계피향),15900,19900,20,4.75,203,https://brand.naver.com/lgcaremall/products/10467814437,https://shop-phinf.pstatic.net/20240618_61/1718693148263j9PR7_JPEG/42954372666865812_2017816972.jpg?type=f296_296,667,False,네이버 내일배송7. 22.(화) 도착
한입 과탄산혁명 다목적세정제 1KG 2개,13900,16500,15,4.95,39,https://brand.naver.com/lgcaremall/products/9622357282,https://shop-phinf.pstatic.net/20231207_80/1701936769703MKEGv_JPEG/103072658410455588_1982443676.jpg?type=f296_296,668,False,네이버 내일배송7. 22.(화) 도착
엘라스틴 맨인매트 페이스트 왁스 80g,4900,5700,14,4.75,159,https://brand.naver.com/lgcaremall/products/404276539,https://shop-phinf.pstatic.net/20190920_16/1568960104446BBaVn_JPEG/6320843081006099_10737814.jpg?type=f296_296,669,False,네이버 내일배송7. 22.(화) 도착
"페리오 토탈7 인텐스 브레스 리프레쉬쿨링 치약 120g, 6개",13900,18900,26,4.84,1431,https://brand.naver.com/lgcaremall/products/9622895828,https://shop-phinf.pstatic.net/20231207_32/1701928192283koRKB_JPEG/103064020107471717_1022784289.jpg?type=f296_296,670,False,네이버 내일배송7. 22.(화) 도착
리엔 흑모비책 크림 염색약 120g 1박스(5개입),25900,41100,36,4.79,310,https://brand.naver.com/lgcaremall/products/5152057199,https://shop-phinf.pstatic.net/20231120_53/1700459976460tnicw_JPEG/14174108336398190_1022107951.jpg?type=f296_296,671,False,네이버 내일배송7. 22.(화) 도착
아우라 실내건조 용기 5.7L 대용량 섬유유연제 윌유메리미,18900,23900,20,4.89,18,https://brand.naver.com/lgcaremall/products/11562223929,https://shop-phinf.pstatic.net/20250307_226/1741312487723NRSpq_JPEG/93278306696215907_298121433.jpg?type=f296_296,672,False,네이버 내일배송7. 22.(화) 도착
ES 오가니스트 익스트림 쿨링 샴푸 750ml 2개,16900,19900,15,4.89,73,https://brand.naver.com/lgcaremall/products/10336830267,https://shop-phinf.pstatic.net/20250602_93/1748848148321fz8Wt_JPEG/82981115156124742_2039464051.jpg?type=f296_296,673,False,네이버 내일배송7. 22.(화) 도착
한입 실내건조 액체세제 드럼 용기 3L 2개,14900,18900,21,4.79,34,https://brand.naver.com/lgcaremall/products/10218030248,https://shop-phinf.pstatic.net/20240417_198/1713330116090vGYq3_JPEG/114466014795778853_1844635884.jpg?type=f296_296,674,False,네이버 내일배송7. 22.(화) 도착
[대용량/윤기코팅]엘라스틴 실크리페어 골드실크 오리지널 트리트먼트 1000ml 2개,22900,29900,23,4.85,120,https://brand.naver.com/lgcaremall/products/10138218658,https://shop-phinf.pstatic.net/20240329_35/1711683932962L8RHO_JPEG/112819821671938201_1742944549.jpg?type=f296_296,675,False,네이버 내일배송7. 22.(화) 도착
온더바디 스파 핑크솔트 딥클렌징폼 200ml 2개,15800,,,4.92,64,https://brand.naver.com/lgcaremall/products/10012277205,https://shop-phinf.pstatic.net/20250715_222/1752562280837XyPmO_JPEG/86695203045301582_2078883613.jpg?type=f296_296,676,False,네이버 내일배송7. 22.(화) 도착
온더바디 코튼풋 발을씻자 풋샴푸 385ml 레몬 2개+리필 500ml 레몬 1개,17900,35700,49,4.93,343,https://brand.naver.com/lgcaremall/products/8703351458,https://shop-phinf.pstatic.net/20241231_138/1735607346705TlcbL_JPEG/18265146527568795_1230252512.jpg?type=f296_296,677,False,네이버 내일배송7. 22.(화) 도착
[황변얼룩제거/겸용]피지 디나자임 프리미엄 액체세제 용기2.2L 2개(프레쉬)+특별증정(아우라 생화캡슐 섬유유연제680ml),27900,55800,50,4.85,34,https://brand.naver.com/lgcaremall/products/10169541471,https://shop-phinf.pstatic.net/20250324_16/17427901721015FcyL_JPEG/76923155194357586_850224955.jpg?type=f296_296,678,False,네이버 내일배송7. 22.(화) 도착
유시몰 화이트닝 치약 106g,13900,23800,41,4.66,427,https://brand.naver.com/lgcaremall/products/7790796399,https://shop-phinf.pstatic.net/20231121_230/1700545840236EGqct_JPEG/13910777092344701_1734150621.jpg?type=f296_296,679,False,네이버 내일배송7. 22.(화) 도착
46cm 나이아신아마이드 롤온 겨드랑이 땀 냄새 암내 제거 억제제 데오드란트 화이트 머스크향 75ml 2개,10900,19800,44,4.67,9,https://brand.naver.com/lgcaremall/products/11671612544,https://shop-phinf.pstatic.net/20250331_141/1743403508178SqOoa_JPEG/77536365288856117_1417160543.jpg?type=f296_296,680,False,네이버 내일배송7. 22.(화) 도착
[건성 두피케어]엘라스틴 피토더마 비듬각질케어 샴푸 1000ml 1개,16900,19900,15,4.81,48,https://brand.naver.com/lgcaremall/products/10093994635,https://shop-phinf.pstatic.net/20240319_252/1710839698062c4Yin_JPEG/111975593781480780_498442058.jpg?type=f296_296,681,False,네이버 내일배송7. 22.(화) 도착
페리오 치석전문 스케일러 혼합미세모 칫솔 6입 2개,21800,,,4.87,60,https://brand.naver.com/lgcaremall/products/9718303478,https://shop-phinf.pstatic.net/20240104_35/1704346667693HaQO8_JPEG/105482451385444514_306435493.jpg?type=f296_296,682,False,네이버 내일배송7. 22.(화) 도착
죽염 내추럴 후레쉬 허브치약 130g 8개,12900,15200,15,4.88,68,https://brand.naver.com/lgcaremall/products/9652887295,https://shop-phinf.pstatic.net/20231214_221/1702520984233sNAEm_JPEG/103656879964148490_922259983.jpg?type=f296_296,683,False,네이버 내일배송7. 22.(화) 도착
히말라야 핑크솔트 화이트닝 치약 클래식민트 100g 3개,15900,22900,30,4.72,1006,https://brand.naver.com/lgcaremall/products/7750084095,https://shop-phinf.pstatic.net/20250326_235/1742953589944lhjYs_JPEG/12822835065376581_1410077522.jpg?type=f296_296,684,False,네이버 내일배송7. 22.(화) 도착
"페리오 토탈7 인텐스 브레스 프리징쿨링 치약 120g, 6개",13900,18900,26,4.81,1687,https://brand.naver.com/lgcaremall/products/6160068605,https://shop-phinf.pstatic.net/20231207_17/1701928183192KXmPy_JPEG/103064011012957824_276478643.jpg?type=f296_296,685,False,네이버 내일배송7. 22.(화) 도착
쿼트로4 티타늄 휴대용 3입 x 3팩(9개),11000,16240,32,4.84,300,https://brand.naver.com/lgcaremall/products/4847635148,https://shop-phinf.pstatic.net/20200130_57/1580363496526y2wuf_JPEG/17725039132767961_457595624.jpg?type=f296_296,686,False,네이버 내일배송7. 22.(화) 도착
히말라야 핑크솔트 센서티브 치약 100g 3개(클린민트),13900,15900,12,4.62,128,https://brand.naver.com/lgcaremall/products/10169341048,https://shop-phinf.pstatic.net/20240405_217/1712295854372eeA0w_JPEG/39598538246734877_2023516868.jpg?type=f296_296,687,False,네이버 내일배송7. 22.(화) 도착
페리오 클라이덴 치석케어 치약 120g 3개,14700,15900,7,4.9,41,https://brand.naver.com/lgcaremall/products/9677715330,https://shop-phinf.pstatic.net/20231221_167/1703119124429KwvG3_JPEG/104254908141388026_1542032899.jpg?type=f296_296,688,False,네이버 내일배송7. 22.(화) 도착
에프킬라 리퀴드 모기약 무향 리필(45일) 4개,20500,22900,10,4.88,208,https://brand.naver.com/lgcaremall/products/6474090305,https://shop-phinf.pstatic.net/20230804_191/1691123388767ATmqX_JPEG/1984729630366460_580786506.jpg?type=f296_296,689,False,네이버 내일배송7. 22.(화) 도착
페리오 오리지널 부드러운모 칫솔 10입 2개,13900,16350,14,4.73,442,https://brand.naver.com/lgcaremall/products/4742661187,https://shop-phinf.pstatic.net/20240104_193/1704345967322tEoym_JPEG/105481795130837859_1163791380.jpg?type=f296_296,690,False,네이버 내일배송7. 22.(화) 도착
테크 간편시트 후레쉬 브리즈 실내건조 시트세제 일반드럼 겸용 36매,20600,30520,32,4.75,371,https://brand.naver.com/lgcaremall/products/4048908953,https://shop-phinf.pstatic.net/20190109_241/lgcaremall_1547012118623jquwk_JPEG/70318419110649515_1788107312.jpg?type=f296_296,691,False,네이버 내일배송7. 22.(화) 도착
엘라스틴 맨인매트 엑스트라 홀드 스프레이 200ml,4900,5700,14,4.83,211,https://brand.naver.com/lgcaremall/products/404276457,https://shop-phinf.pstatic.net/20191115_169/1573793444691wsTin_PNG/11155778250675740_2096955849.png?type=f296_296,692,False,네이버 내일배송7. 22.(화) 도착
온더바디 코튼풋 발을씻자 풋샴푸 리필 500ml 쿨링 4개,22900,47600,51,5.0,13,https://brand.naver.com/lgcaremall/products/12016846991,https://shop-phinf.pstatic.net/20241231_109/1735609620385nEpxU_JPEG/69742412470829823_519263774.jpg?type=f296_296,693,False,네이버 내일배송7. 22.(화) 도착
아우라 퍼퓸 캡슐 초고농축 섬유유연제 베이비머스크 용기 1L 3개,18700,24900,24,4.63,8,https://brand.naver.com/lgcaremall/products/11635690344,https://shop-phinf.pstatic.net/20250219_90/1739921094950CXug9_JPEG/74053979055561777_1120743090.jpg?type=f296_296,694,False,네이버 내일배송7. 22.(화) 도착
미세스마이어스 다목적클리너 세정제 라벤더향 500ml 2개+라벤더 핸드크림 50ml 1개,19800,24900,20,4.69,54,https://brand.naver.com/lgcaremall/products/10149094012,https://shop-phinf.pstatic.net/20250325_133/174288625135663a2h_JPEG/34610027315190658_546015040.jpg?type=f296_296,695,False,네이버 내일배송7. 22.(화) 도착
[윤기코팅]엘라스틴 실크리페어 베이비파우더향 샴푸 550ml 3개,17900,29900,40,4.96,46,https://brand.naver.com/lgcaremall/products/10087843890,https://shop-phinf.pstatic.net/20240524_238/1716516531732JJWL3_JPEG/117652374420400331_1145664753.jpg?type=f296_296,696,False,네이버 내일배송7. 22.(화) 도착
