name,price,rating,review_count,discount_percentage,image_url,product_url,rank
"인튜이션 여성용 면도날 레몬베리 브리즈, 3개입, 1개",10820,5.0,2719,75,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/340427480276954-2ce1eff8-c322-4d82-a9cf-5d2d73e9de28.png,https://www.coupang.com/vp/products/7724067077?itemId=21045618965&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88332787794&wPcid=48736601055732509002366,288
"에프킬라 모기향 무향 40p, 1개",7550,4.5,910,14,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2024/01/23/10/3/a090377d-111b-4556-b266-e32164c73db7.jpg,https://www.coupang.com/vp/products/5531710175?itemId=19455044351&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88457368846&wPcid=48736601055732509002366,289
"베비언스 베이비 세탁세제 베이비파우더향, 3L, 1개",10580,5.0,1469,33,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/fd30/cc39022370d8322200a10f2a355a5a3315849b9ddfe0ddad0de3960bb0db.jpg,https://www.coupang.com/vp/products/6357536396?itemId=8926042930&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88342040891&wPcid=48736601055732509002366,290
"자연퐁 스팀워시 식기세척기용 세제 베이킹소다 20입, 200g, 1개",4900,5.0,10704,16,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7400/432ac7eb8584b04d34017e2bba8185ca536fc5e1caf317bb663f2ea4fd5c.jpg,https://www.coupang.com/vp/products/5274574072?itemId=19529986428&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=91343578532&wPcid=48736601055732509002366,291
"히말라야핑크솔트 담은치약 아이스민트, 100g, 3개",6600,5.0,3835,43,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/8b83254c-b004-4864-a76a-78af84020818_fixing_v2.png,https://www.coupang.com/vp/products/6994052461?itemId=21401407844&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88458025061&wPcid=48736601055732509002366,292
"홈스타 주방청소용 세정제, 900ml, 2개",7900,5.0,499,47,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/55908759878265-8f08ea8f-a559-45ff-a43d-c7f24cb2c838.jpg,https://www.coupang.com/vp/products/8783789110?itemId=22817158742&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=91301955415&wPcid=48736601055732509002366,293
"바디피트 볼록맞춤 생리대 날개형, 소형, 16개입, 6개",13770,5.0,48996,41,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4934603121590099-558b1758-a758-4ac9-9a18-5912846f03b2.jpg,https://www.coupang.com/vp/products/157062538?itemId=23952031184&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=90973714241&wPcid=48736601055732509002366,294
"샤프란 섬유유연제 코튼 베이비파우더 리필, 2.1L, 6개",18260,4.5,11730,13,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/86049837692274-1e8420c8-f41b-4444-b937-5d398c062129.jpg,https://www.coupang.com/vp/products/2981242?itemId=421363&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88378499581&wPcid=48736601055732509002366,295
"페리오 토탈 7 가글 구강청결제 스트롱민트, 760ml, 1개",4220,4.5,902,52,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/rs_quotation_api/cx8plch4/d0022c78ef2a48f7935f624424c9c3c2.jpg,https://www.coupang.com/vp/products/3206216?itemId=403619&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88352795419&wPcid=48736601055732509002366,296
"아우라 초고농축 섬유유연제 미드나잇골드 리필, 1.7L, 2개",10080,5.0,4086,32,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/353114507709710-601fb000-735c-404c-9f1f-31380eaa0bbb.png,https://www.coupang.com/vp/products/6066248234?itemId=565653623&lptag=A00344675&redirect=landing&searchId=336f5284ecb5407e8e2d185fb05dad1f&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88356451786&wPcid=48736601055732509002366,297
"피지오겔 레드수딩 시카밸런스 크림, 80ml, 1개",21600,5.0,937,28,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/739915578903455-7c043edc-03c7-4ea8-9197-c654fe6b9c92.jpg,https://www.coupang.com/vp/products/7500337663?itemId=20542356235&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88316309362&wPcid=48736601055732509002366,298
"베비언스 키즈 샴푸 앤 바디워시 파우더향, 200ml, 3개",11900,5.0,1413,19,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/27d5/bb8bc4ffc421a4257e5717a132ea6e138075938d8d442c124ac0074aa410.jpg,https://www.coupang.com/vp/products/8750149342?itemId=21776650283&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88825448642&wPcid=48736601055732509002366,299
"페리오 프로 토탈 12 불소치약, 185g, 4개",8730,5.0,2120,50,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2161779139352422-74d9389f-f1fb-432c-9fa8-0298f21db308.png,https://www.coupang.com/vp/products/8239168233?itemId=23712317616&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=90737273198&wPcid=48736601055732509002366,300
"에프킬라 리퀴드 교체용 살충제 무향 리필 6p, 198ml, 1개",24900,4.5,9017,,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/177076414287624-aa1744d7-9d16-4914-912f-048c65bc6111.jpg,https://www.coupang.com/vp/products/4556188209?itemId=15210811916&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=92088910487&wPcid=48736601055732509002366,301
"테크 호르몬으로 인한 특유취제거 액상세제 리필, 2L, 1개",7200,5.0,1237,56,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1141950828822709-24b8edf5-dda9-4131-abd2-696efcd2f0c1.jpg,https://www.coupang.com/vp/products/8404765410?itemId=2222806635&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88329573948&wPcid=48736601055732509002366,302
"자연퐁 스팀워시 3X 식기세척기용 캡슐 세제 30입, 300g, 1개",10190,5.0,1007,31,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/709e/b25e2d754715db850d3264ea9d84b7105a9bc74a67a057915d6cb4bef964.jpg,https://www.coupang.com/vp/products/8089909967?itemId=22845886892&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=89880592478&wPcid=48736601055732509002366,303
"베비언스 핑크퐁 부드러운 컨디셔너 자몽릴리향, 380ml, 1개",7400,5.0,1045,50,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/2e6f/d03f7755daf9e4de8efc173b1d852fe0072f97d4bc763084282666f22a29.jpg,https://www.coupang.com/vp/products/6888660173?itemId=21269664708&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88329927629&wPcid=48736601055732509002366,304
"엘라스틴 맨인매트 하드 왁스, 80g, 1개",4520,4.5,1101,54,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/ba6e/96e18a5afcbe733dd5e487ce601c7a42cc1b270ff765e6beaa200fed79d9.jpg,https://www.coupang.com/vp/products/4868216?itemId=22180290&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88330928647&wPcid=48736601055732509002366,305
"쏘피 안심숙면팬티 유기농 순면커버 입는 오버나이트, 특대형, 4개입, 4개",13900,5.0,1086,47,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/103007896201170-d4626f63-a425-40b8-a7b0-e9809ff01467.png,https://www.coupang.com/vp/products/7828471106?itemId=21401501807&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88458117737&wPcid=48736601055732509002366,306
"자연퐁 스팀워시 4X 주방세제 레몬향, 1L, 3개",13410,5.0,2342,54,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6ff4/4acb4e9c8e6b3e238719f0f6b06848416077705e8578df1447b0dd3a0043.jpg,https://www.coupang.com/vp/products/6490648727?itemId=23624126291&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88374941552&wPcid=48736601055732509002366,307
"페리오 키즈 어린이 칫솔 4단계, 랜덤 발송, 1개입, 10개",13050,4.5,2635,27,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/70fb/d7fc53e502eeefe4ce661a5ecb30f930d31f5b39d7d3fd6fb359d318f14a.jpg,https://www.coupang.com/vp/products/19922676?itemId=79209467&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88333204259&wPcid=48736601055732509002366,308
"엘라스틴 살롱 드 컬러 앤 새치 염색제, 오렌지브라운, 2개",10290,4.5,14710,56,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c7c2/0ea20976819ba00d6ab18080c1335690383926ec413696f9a675b80e5a16.jpg,https://www.coupang.com/vp/products/6333175972?itemId=21401407307&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88458024399&wPcid=48736601055732509002366,309
"마미포코 슈퍼컴포트 팬티형 기저귀 여아용, 5단계, 108매",39680,5.0,1309,41,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/64b8/9a7d325dba70c15b7ec3920a1bd9553448f62f41ea4dd893d070a2237d0f.jpg,https://www.coupang.com/vp/products/8367087319?itemId=23943492509&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=90965310442&wPcid=48736601055732509002366,310
"테크 호르몬으로 인한 특유취 제거 드럼용 액상세제 리필, 2L, 4개",25900,5.0,4526,60,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/397d/2132bdd74edcd7c6cf063ea8c46ac50f9a1c58ecb327ee99a3dc78a038c5.jpg,https://www.coupang.com/vp/products/7101538388?itemId=14247152202&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88353437664&wPcid=48736601055732509002366,311
"유시몰 브레스 구강스프레이, 10ml, 1개",6120,4.5,890,11,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/6578/77365c218eca0f3180ae98c73a9f3fa94ac6936cff12be86670301a006a6.jpg,https://www.coupang.com/vp/products/6456269036?itemId=21296666892&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88356419050&wPcid=48736601055732509002366,312
"피지 탈취99 실내건조 프레시 일반드럼겸용 액상세제 리필, 1.5L, 1개",7400,5.0,3087,42,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/c62e/60473297534f7dff62f04b15df3500175f8fa3520e962bd06b4771f07502.jpg,https://www.coupang.com/vp/products/7477790781?itemId=23006582510&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=90040464285&wPcid=48736601055732509002366,313
"자연퐁 스팀워시 식기세척기 클리너 2p, 200g, 3개",10470,5.0,1563,61,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/24468556744720-84bdde31-bc45-4842-a927-194401cfadff.jpg,https://www.coupang.com/vp/products/8374231926?itemId=20546822849&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88374941729&wPcid=48736601055732509002366,314
"지퍼락 지퍼백 그립앤실 중형150매+대형75매, 1개",21480,5.0,1797,22,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1416576183448842-cd974fb5-6e75-4e15-baed-cc8ac05a078a.jpg,https://www.coupang.com/vp/products/174065179?itemId=497135031&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88333349463&wPcid=48736601055732509002366,315
"온더바디 46cm 체취솔루션 약산성 데오드란트 바디워시 스파클링 시트러스향, 1개, 600ml",13900,5.0,294,50,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2025/04/02/11/2/c6d51b16-43e5-44d1-a90d-0acd7f031372.jpg,https://www.coupang.com/vp/products/8696441613?itemId=25251128917&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=92227788214&wPcid=48736601055732509002366,316
"지퍼락 그립앤실 지퍼백 냉장용, 소(S), 50개입, 2개",7000,5.0,3520,22,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8441/973b502baff1cd61f3b5b5c84f077a361ea598e9ae2201839a7da23d7836.jpg,https://www.coupang.com/vp/products/6233477650?itemId=21485997978&lptag=A00344675&redirect=landing&searchId=ed3a5cd9df74400fb2f656c36726037c&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88540095611&wPcid=48736601055732509002366,317
"유시몰 클래식 스테인레스 혀클리너, 15g, 1개",9840,5.0,262,,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/597168231386027-4b86811e-f1f2-4c43-a882-903e14788a41.jpg,https://www.coupang.com/vp/products/8346576198?itemId=24109146547&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=91128439590&wPcid=48736601055732509002366,318
"닥터그루트 스칼프 솔루션 가려운 두피용 샴푸, 700ml, 1개",17350,4.5,1918,8,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/151173064812319-b1fce15e-0f8d-4ca3-a423-629958f8f8fd.jpg,https://www.coupang.com/vp/products/7826127620?itemId=19615151986&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88331830151&wPcid=48736601055732509002366,319
"온더바디 코튼풋 발을 씻자 풋샴푸 리필팩 자몽민트향, 1개입, 4개, 500ml",19630,5.0,3056,58,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1745180364417147-e4318157-cca6-47f7-b588-e4db344fd2c9.jpg,https://www.coupang.com/vp/products/7612952750?itemId=20166701371&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88458027982&wPcid=48736601055732509002366,320
"퐁퐁 레몬식초 주방세제 파우치형, 1.2L, 2개",5950,4.5,13539,49,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/641136681301250-8b620dcd-6adc-4769-a444-84268842ea2c.jpg,https://www.coupang.com/vp/products/5255262?itemId=23991352040&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88353439714&wPcid=48736601055732509002366,321
"죽염 메디케어 글루타치온 잇몸 치약 클린민트, 100g, 3개",12760,4.5,413,50,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/3d8d74c2-4d05-44f1-b8d7-1c5a7de97967_fixing_v2.png,https://www.coupang.com/vp/products/8620318003?itemId=25009107438&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=92014129647&wPcid=48736601055732509002366,322
"실크테라피 샤인 헤어팩 트리트먼트 화이트 머스크, 500ml, 1개",14400,5.0,1357,37,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/177924983754842-0cbc673e-a77d-4507-a68e-21d6795e7758.jpg,https://www.coupang.com/vp/products/8736173548?itemId=25389062033&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88331114450&wPcid=48736601055732509002366,323
"히말라야핑크솔트 담은 치약 아이스 카밍 민트, 100g, 3개",5970,5.0,5865,59,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/prod/d220623a-cb8d-42cb-b645-bf70a2b5764e_fixing_v2.png,https://www.coupang.com/vp/products/1720656204?itemId=21899783530&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88329233577&wPcid=48736601055732509002366,324
"히말라야핑크솔트 담은 펌핑치약 플로럴, 285g, 2개",12870,4.5,8608,56,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/262145935872529-fad6848d-9889-40fc-aac6-70e78d66cfa8.jpg,https://www.coupang.com/vp/products/68642510?itemId=550013267&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88352838460&wPcid=48736601055732509002366,325
"리엔 흑모비책 새치염색 크림, 밝은갈색, 2개",9190,4.5,43764,61,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/9961/39bac18c18e133dca6b4016ac98d54389513f2d64c7f965bee5ffa757299.jpg,https://www.coupang.com/vp/products/307154735?itemId=968496648&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88353882415&wPcid=48736601055732509002366,326
"온더바디 퓨어 시카 쉐어 바디워시 화이트머스크향, 1L, 1개",8690,5.0,7636,26,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/stage/manual/59470045952739-79e37ee7-b0c6-40d7-97a5-cf6c1baab9b1_1750901928116.jpg,https://www.coupang.com/vp/products/5531765170?itemId=18566773463&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88317083734&wPcid=48736601055732509002366,327
"홈스타 맥스프레쉬 뿌리는 곰팡이 싹 세정제, 900ml, 3개",9970,4.5,25539,55,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/86637988811393-9ed12e61-2b41-4f96-b89a-0a8f23304430.jpg,https://www.coupang.com/vp/products/106486626?itemId=21759585249&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=91309121018&wPcid=48736601055732509002366,328
"온더바디 수퍼보타닉 바디워시 라벤더 앤 로즈마리향, 900g, 3개",13500,4.5,1424,54,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b91a/9dc6a6759534f686e6cfd651520bc69b3dbdbd929cb54964e5e37d8c68b6.jpg,https://www.coupang.com/vp/products/8312720020?itemId=23987678868&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88458113737&wPcid=48736601055732509002366,329
"홈스타 악취를 부탁해 실내 탈취제 본품, 1개, 500ml",7900,4.5,462,34,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/1624/3930573fb37534a8a6553d64c10a333c667f5ab0a2cf6e41e375d3716d84.jpg,https://www.coupang.com/vp/products/8165646030?itemId=23684126378&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=89868112349&wPcid=48736601055732509002366,330
"온더바디 수퍼보타닉 바디워시 라벤더 앤 로즈마리향, 900g, 1개",5250,4.5,1424,46,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8140/5ae8bf140ddc74b400504b97f339cf9fad460e2cd0da63df0256abb3a22f.jpg,https://www.coupang.com/vp/products/8312720020?itemId=23987677944&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88332906972&wPcid=48736601055732509002366,331
"퐁퐁 레몬식초 주방세제 파우치형, 1.2L, 4개",10700,4.5,13539,54,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/24400247588481-a6f347d5-6667-44c2-8abb-09047c32d0c5.jpg,https://www.coupang.com/vp/products/5255262?itemId=29226669&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88353437634&wPcid=48736601055732509002366,332
"페리오 히말라야핑크솔트 담은 칫솔, 4개입, 2개",12280,5.0,947,52,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/104258753389133-9f85d534-140b-4c78-9538-3b640841b91e.png,https://www.coupang.com/vp/products/5592276285?itemId=18289643342&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=88993038597&wPcid=48736601055732509002366,333
"엘라스틴 프로틴 클리닉 10000 고영양 단백질 트리트먼트 피치블로썸향, 1L, 1개",14500,5.0,442,,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0258/e7c9344b61c6519ac4a86668ce51d9492ed4423a22a285e94c8145a45721.jpg,https://www.coupang.com/vp/products/8509334764?itemId=24630116829&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=91641155692&wPcid=48736601055732509002366,334
"페리오 어드밴스드 브레쓰케어 대용량 불소치약 롱래스팅쿨민트, 185g, 4개",7490,5.0,106,24,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2025/05/14/14/6/1489348d-7be4-4293-a496-a7a350b48757.jpg,https://www.coupang.com/vp/products/8773943682?itemId=25523532177&lptag=A00344675&redirect=landing&searchId=095680a88b284c4181e400d04f815138&sourceType=brandstore-all_products&spec=10799999&src=1139998&storeId=346&subSourceType=brandstore-all_products&vendorId=A00344675&vendorItemId=92515349267&wPcid=48736601055732509002366,335
